,ID,Text,Sub-task A,Sub-task B,en_translation
1777,C21.20,Bollywood bhi kabhi kabhi acchi movies bana deta he,NAG,NGEN,Gives Bollywood also sometimes gtk Movies O
1778,C26.206.1,Bhut khush huyeeeeee hum y news dekh k,NAG,NGEN,Very happy Huyiii We can see the other news
1779,C4.1408,"[15:50](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=15m50s) itne jhut to
neta log bhi ni bolte re",CAG,NGEN,"[15:50] (Httpः: //vvvkutubkcom/wac? V = N_jnfkanjays 0 & T = 15 M 50 C) so lie, politicians new Bolte Ray"
1780,C7.2551,Toy story 4 review kab upload Karo Gaye,NAG,NGEN,Toy Story 4 Review How to Upload
1781,C25.538.1,ek aurat ke report par 1se jaada aurato ko giraftar kar liya jaata hai.,NAG,NGEN,1 extra ladies on a woman's report is arrested.
1782,C61.585,Anchor randi ka accent jhant jaisa hai 🙄,OAG,GEN,Anchor pickup of Accent as Jant
1783,C7.1789,Ha bhai fuck boy hi kahte h☺️😊😊😊😊😃,NAG,GEN,Ha bhai fuck boy hi kahte h️
1784,C9.92,Respected देसाई जी ये बताए देश का पीएम सोच समझ कर बात करता है,NAG,NGEN,Respected Desai G These are described talks thoughtfully country's PM
1785,C19.130,Bhagg bsdk...tu maha chautiya he,OAG,GEN,Bgg Bsdk ... thou General Chautia O
1786,C10.256,Napurrrrr😍,NAG,NGEN,Napurrrrr
1787,C7.1322,Bilkul sahi kha aapne,NAG,NGEN,Absolutely Correct
1788,C4.2185,Gandfaaddd!!!,NAG,NGEN,Gandfaaddd!!!
1789,C43.66,Ab ye b reservation mangege bc,OAG,GEN,These B Reservation seek and bus
1790,C4.861.1,me vi karunga,NAG,NGEN,In ll V
1791,C4.2221,"Shahid khan  
Nahi kabir khaan nh shahid singh  
😂",NAG,NGEN,No martyr Khan not Kabir Khan Shaheed Singh
1792,C26.233,salaam hai tujhe mere bhai kaash mujhme bhi tumhare jaisi himmat hoti,NAG,NGEN,Salam you dare like my brother I wish I won the case even you
1793,C7.2258,Solute bhai 😀,NAG,NGEN,Solute bhai
1794,C19.161,"[https://m.facebook.com/story.php?story_fbid=504756703591356&id=100021710923207&sfnsn=scwspwa&funlid=L2gyPD4kqh43xB1H](https://m.facebook.com/story.php?story_fbid=504756703591356&id=100021710923207&sfnsn=scwspwa&funlid=L2gyPD4kqh43xB1H)  
  
Yak bar is link ko open kar ke bhi dekhiye Pata Chale ki police kis had tak
gir gaya h",CAG,NGEN,[Https://mkfesbukkcom/storikfp?stori_fabid=50475670359l356&id=l0002l7l0923207&sfansn=schwspw&faunlid=la2gyfd4ckh43cshblः](https://mkfesbukkcom/storikfp?stori_fabid=50475670359l356&id=l0002l7l0923207&sfansn=schwspw&faunlid=la2gyfd4ckh43cshblः) yak times have been moved out see also the Open this link police extent stoop
1795,C4.908,"भेचो bollywood में कितना प्यार दिखाते है। कौन करता है इतना प्यार। Creativity
की गान्ड मार दी है चूतियों ने और इनसे बड़ी चूतिया तो वो पब्लिक है जो ऐसी
फिल्मों को 400 करोड़ कमवा रही है।",OAG,NGEN,Becho show much love in bollywood. Who is so loving. Cution Corsica Gand of Creativity is by and large they Cutia which he is a public 400 million Kmwa such films.
1796,C59.1576,"Bahut acche bro Tumhara Baat Sankara bahut Achcha Laga Bhikhari aise hi hota
hai",CAG,NGEN,Very good BRO you talk narrow adored beggar is similar
1797,C4.930,Haan be laude,OAG,GEN,Haan be laude
1798,C4.749.1,"@Dhruv Mehra Doctors ki image pehle se kharab hai... Paiso ke bhuke h ...
""Majority not all""",CAG,NGEN,"@ Pole Mahara Doctors image is already bad ... are Bhuke about money ... ""Majority Not All"""
1799,C7.1006,T-shirt se hi le li feminist ki🤣,NAG,GEN,T-shirt se hi le li feminist V
1800,C7.2340,"Ye huyi na baat 😎😘😍😘😎  
Perfect reply, sala ye feminists​ ki bate sun sunkar dimag kharab ho gaya tha,
aise hi videos banate raho pratik Bhai haters ki mat suno",CAG,NGEN,"This took place not speak perfect reply, sala ye feminists ki bate sun sunkar dimag kharab ho gaya tha, aise hi videos banate raho pratik Bhai haters ki mat suno"
1801,C4.280,Dimag khol ke rakh diya bhai,NAG,NGEN,Mind put up brother
1802,C7.1982,Pakau review...,NAG,NGEN,Wings review ...
1803,C10.681,Bhadve kon debate me bait Hindu Muslim Kar rahe ho,OAG,NGEN,Bdve angle temple in debate are Hindu-Muslim
1804,C38.142,Part 2 chaiye,NAG,NGEN,Part 2 special
1805,C10.520,Yeh Hai Dayan - Arundhati Roy.,OAG,GEN,Yeh Hai Dayan - Arundhati Roy.
1806,C36.311,"Sir kia homosexuality ko Indian supreme court ne unnatural se natural krar nai
dia....",CAG,NGEN,Sir Kia Homoseksualiti the Indian Supreme Court natural agreement Unnatural Nai answered ....
1807,C7.93.5,"Is Desh ki Mitti ke Kan Kan me Sahishnuta hai... Ham par hajaro videshi
Aakrantaon ke aakraman huye, karodo Hinduon ka katleaam hua, jabardasti
Dharmantaran huye, Guru Teg Bahadur ji, Sambhaji Maharaj ji, Banda Singh
Bahadur ji, Chaar Sahibzaade aise anginat Mahapurushon ne apna Balidan diya is
Desh ki Sanskriti ki Raksha ke liye...  
Fir bhi is Desh ne kabhi kisi ke saath Bhedbhav nahi Kiya... Puri duniya me
jab Parsi aur Yahudi samuday pe atyachar ho rahe the tab ve keval aur keval
Bharat me hi Surakshit the... Is Desh ki Mitti ke Kan Kan me Sahishnuta hai !  
Aur ye Desh Hindu Bahusankhyak hai isiliye Secular hai !  
Aap kripaya dusre deshon ke Itihas ke Aadhar pe Hamare Bharat Ko judge mat
kariye 🙏  
Aur aapko Sabse pehle apna Left-Right ka concept clear karna chahiye...  
Ye video dekhiye - <https://youtu.be/yNdB772uAsU>",NAG,NGEN,"Is Desh ki Mitti ke Kan Kan me Sahishnuta hai ... Ham par hajaro videshi Aakrantaon ke aakraman huye, karodo Hinduon ka katleaam hua, jabardasti Dharmantaran huye, Guru Teg Bahadur, Sambhaji Maharaj ji, Banda Singh Bahadur, Chaar Sahibzaade aise anginat Mahapurushon ne apna Balidan diya is Desh ki Sanskriti ki Raksha ke liye ... Fir bhi is Desh ne kabhi kisi ke saath Bhedbhav nahi Kiya ... Puri duniya me jab Parsi aur Yahudi samuday pe atyachar ho rahe the tab ve keval aur keval Bharat me hi Surakshit the ... Is Desh ki Mitti ke Kan Kan me Sahishnuta hai! Aur ye Desh Hindu Bahusankhyak hai isiliye Secular hai! Aap kripaya dusre deshon ke Itihas ke Aadhar pe Hamare Bharat Ko judge mat kariye Aur aapko Sabse pehle apna Left-should clear concept of right ... this video see - <Https://youtukbe/yhndrb772uasu>"
1808,C9.36,"Or surav aapne to bahot safai se bayan hi badal diya. Wo gandi name bhi lene
me gheen aati hai usne elected pm and home minister KO Ranga Billa bola hai.
Aap isse correct kare plz.",NAG,NGEN,Or surav aapne to bahot safai se bayan hi badal diya. Wo gandi name bhi lene me gheen aati hai usne elected pm and home minister KO Ranga Billa bola hai. Aap isse correct kare plz.
1809,C33.303,Ye kya ho gaya is duniya ko?,NAG,NGEN,What happened to the world is this?
1810,C36.893,"Sir homosexual hona ya n hona kisi ke bs m nhi h  
Ye to God gift h to mujhe nhi lgta ki isse kuch hota h  
Sabhi ko unke kam se mtlb hona chahiye ki vo fit h ya nhi  
So Army m bhi allow krna chahiye",NAG,NGEN,Sir homosexual hona ya n hona kisi ke bs m nhi h Ye to God gift h to mujhe nhi lgta ki isse kuch hota h Sabhi ko unke kam se mtlb hona chahiye ki vo fit h ya nhi So Army m bhi allow krna chahiye
1811,C38.711,ye yellow shirt wala kya chutiya hai kya,OAG,NGEN,The yellow shirts with what is bloody
1812,C7.1317,"feminist log aaj jis jgh pe h vo bhi hum males k hi support se pahuche h lekin
jb in log ka pahchan bn gya to humari hi lga re... ye sahi me doglapan h",CAG,NGEN,Feminist people have arrived from the place on the level that we Mles the same support today but when these people become identity was our only ray ... these are duplicity right
1813,C21.69,"Hello Patrik sir  
RAMBO movie ke all part hindi me he kya ?  
& all part kisi ek platform me available he  
Plz rply",NAG,NGEN,Halo Ptrik Sir Rambo what movie to all Part Hindi? & All Part Available O Pljh Rply in one platform
1814,C7.2469,Correct bat bole h bhai,NAG,NGEN,Correct bat bole h bhai
1815,C4.621,"Chill man!! Apna lund aur mooh samal aur!  
Kaam kar!!",OAG,GEN,Chill mind !! My Lund and ups and Samal! Working !!
1816,C7.1364,"Main shuddha desi rashtravadi aadmi hoon... na to me fmnist hoon aur na hi
leftist par fir bhi ye movie mujhe bilkul pasand ni aai... jese 4 more shots
har galat cheez ko sahi sabit karne ke liye banai gai thi wese hi ye film har
galat cheez ko sahi sabit karne ke liye banai gai he... aur prateek bhai tum
gyan tab dena jab yahi sab tumhari2 bahan ke sath kare aur fir tum uss ladke
ko sahi kaho...",OAG,NGEN,Main shuddha desi rashtravadi aadmi hoon ... na to me fmnist hoon aur na hi leftist par fir bhi ye movie mujhe bilkul pasand ni aai ... jese 4 more shots har galat cheez ko sahi sabit karne ke liye banai gai thi wese hi ye film har galat cheez ko sahi sabit karne ke liye banai gai he ... aur prateek bhai tum gyan tab dena jab yahi sab tumhari2 bahan ke sath kare aur fir tum uss ladke ko sahi kaho ...
1817,C7.1017.1,"@suraj kumaar Tum toh bade literate ho yaar. Kittna Accha comment likhte ho.
Topper laggte ho.",NAG,NGEN,@ Suraj Kumar You might have large Literte a man. Kitna best comment writes. Topper be Lggte.
1818,C4.1213,Bollywood apnaapp ko as a businessman dak ta hay tooo ooo mc karaga he 😡,OAG,GEN,Cross examination businessman Bollywood Apanapp that the Hay ye shall Ou Nk O
1819,C33.115,Hume lgbt aur gay ko aceept karna. Chahiye i thaught that he has human being,NAG,NGEN,To us Asept the Lgbt and Gay. Should Mr. Thugt located o Has Human Being
1820,C7.1242,Pratik bhai inn liberals ki mkb,OAG,GEN,Icons brother of Macomb Inn Liberals
1821,C36.810,Halanke 95% Indian Army already gay ha 😂,NAG,NGEN,Halanke 95% Indian Army already gay ha
1822,C7.1491,Tu kabhi acha bole hi mt ..gaaaaand bhari hai tere muhhh mai,OAG,GEN,You ever filled not well spoken Kkjaaand your Muhhh I
1823,C7.443,Madarchod hai feminist,OAG,GEN,Mofo's Feminist
1824,C25.527,hindumy talaq nahi hi..isliya kanunka galat fayidha utha ty hin 498A na..,CAG,NGEN,Hindumay not Hikkislia Kanunka picking the wrong Faida divorce parties not Hin 498 received ..
1825,C4.1803,"1 din main hamre bade bhai n AK sath 3-4 videos upload kar dii Aaj to hum
lundo ki kushi ka koi theekana nahi hai 😂😂😂😂😂😂😂😂",NAG,NGEN,1 day today then uploaded 3-4 videos with a not ours older brother is not a place of happiness Luँdo
1826,C33.60,bhaiii dil chuuu liyeaaa mstttt h bilkull,NAG,NGEN,Bai heart Cuun Liaa Msttt are all
1827,C4.2258,Bohut sahii,NAG,NGEN,very right
1828,C19.183.1,@Abhinav Rajput aesa to nahi h par,NAG,NGEN,Paladin's not so innovative cross-Storage @
1829,C19.79,अरे यार भाई सेक्शन 375 मवीस मोबाइल पर चली नहीं रहा है,NAG,NGEN,Shit brother section 375 Mvis not gone on mobile
1830,C19.169,"अरे upasna कहाँ गयी, उसे बुलाओ ।",NAG,NGEN,Hey upasna Where was call him.
1831,C26.204,"aise logo ka aisa he karna chaiye aj ki aaorate jhutha case kar ke mantenac le
rahi hai nahi to jale pahocha rahi hai to kaya kare mard jo jhotha hai to usse
sacha banayenge he na isme kuchh galat nahi hai kanoon bhi womans ka hi sath
deta hai chahe wo jhuth he Q na ho",CAG,NGEN,aise logo ka aisa he karna chaiye aj ki aaorate jhutha case kar ke mantenac le rahi hai nahi to jale pahocha rahi hai to kaya kare mard jo jhotha hai to usse sacha banayenge he na isme kuchh galat nahi hai kanoon bhi womans ka hi sath deta hai chahe wo jhuth he Q na ho
1832,C4.1275,Sir koi mil Gaya aur gangs of wasse pur se bhi log inspire huye honge 😂😂😂,NAG,NGEN,Sir Koi Mil Gaya and Gangs of Vsse introduced the people shall be Inspire
1833,C7.2170.1,Laga laga laga mujhe apka comment mast laga😂👍,NAG,NGEN,Felt felt felt your comment Mast
1834,C7.508,Kitne ads avenge yaar,NAG,NGEN,How Ads Avenge Man
1835,C4.1502,👌👌gym kro pyar nhi💪💪💪💪,NAG,NGEN,Gym Love translation
1836,C33.114,",use a b candle to fuck hahaha",OAG,GEN,",use a b candle to fuck hahaha"
1837,C4.1908.2,Allah madarchod,OAG,GEN,Allah Madrchod
1838,C7.506,Right bro aane wale time mae ladko ko reservation ki zarurat padegi,NAG,NGEN,Right BRO coming time Mae boys will need to Reservation
1839,C10.242,Sujana Arundhuti Roy ko Avi tak jail me keu Nahi dala Gaya??,NAG,NGEN,Susana Arundhati Roy has not put Kew in prison by Avi ??
1840,C36.721,"Accha hua....nahi to war time me ye log sex krte baithenge udhar border
pe......dimag me Sirf sex sex sex.....",NAG,NGEN,Good .... otherwise they sit sex in war time there just sex sex border pe ...... mind .....
1841,C32.30,"am sorry to say...this is very bad msg...aapke ye vdo samaj ke liye kharap
hain...aisaa msg mat do jo kisiko nuksaan pauchaye...shame on you",CAG,NGEN,I am sorry to Say This ... this Very bad msg ... YOUR Vdo are Krap society ... do not msg Phuchaye two that anyone harm ... Shame On You
1842,C10.929,Ye jihadiyo se bhi khatarnak hai,CAG,NGEN,These Jihadio too dangerous
1843,C4.1036,"Kal hi aadhi movie dekhi aur vo ladki wala point ekdam sahi hai...aadhi isliye
dekhi kyuki chutiya movie hai",NAG,NGEN,Was only seen half the movie and the girl with point perfect ... half Isliye observed Because bloody Movie
1844,C7.2424.1,"@Aggressive Squad ha bhai pata hai lekin jab ye review hi nhi tha to video k
bahar movie review kyu likha only discussion likha hua chalta",NAG,NGEN,@ Aggressive know squads ha brother but when they review the translation was video of springtime movie review why written shows written only discussion
1845,C25.461,Bahut accha huwa,NAG,NGEN,Very good happened
1846,C25.550.2,Aman Dhillon KYA HUA BHAI JI SAB THIK HAI NA AB? PLZZ MAKE CONTACT,NAG,NGEN,Aman Dhillon What happened brother all right now? Pljhgh Make Contact
1847,C21.139,"Pratik sir please aap Salman Khan ki kuch films baare me bataiye jaise tube
light, sultan, bajrangi bhaijaan,ek tha tiger,kick and dabangg",NAG,NGEN,"Icon Sir you please tell me about some of the films of Salman Khan as tube lights, Sultan, Bajrangi Bhaijaan, Ek Tha Tiger, kick and Dbngg"
1848,C36.1138,"homosexual ko society ne hamesa hi reject kiya hai aur agar wo army me chale
bhi gaye to use brainwash karke gaddar banana koi badi baat nahi hogi ....",CAG,NGEN,Homo society has always been rejected and that he would not be a big deal to be a traitor by Branvs him also went in the Army ....
1849,C36.398,"bhai hamare paas sanskarti ki takat hai  
aur vo bhi khatre me hai",CAG,NGEN,Brother strength of our Snskrthy and he is also in danger
1850,C4.1080,Pehli bar bhai ne pehle line me show off kiya hao,NAG,NGEN,The first brother to be off the show in the first line
1851,C32.80.4,@Amritpal Singh ok ohhh Kidhar rahte ho aap,NAG,NGEN,@ Amritpal Singh OK Ohh live where you
1852,C7.313,Tum chutiya ho be,OAG,NGEN,You bloody bay
1853,C7.1900,"I unsubscribed a while ago.. But i have realised now that difference of
opinion se hi to strong hota hai desh  
Again a subscriber.",NAG,NGEN,I unsubscribed a while ago.. But i have realised now that difference of opinion se hi to strong hota hai desh Again a subscriber.
1854,C38.211,"[2:33](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=2m33s) Saale! Society ko
jo bolna hai, bolne de. Hum sabse alag ho ya same ho, society toh chutyagiri
karti hee hai judge karke.",OAG,NGEN,"[2:33] (Https://wwvkutubkcom/wac?v=ZzsAuDkXqlM&ti=2m33s) brother! Society ko jo bolna hai, bolne de. We're different or Same, society toh chutyagiri karti hee hai judge karke."
1855,C7.555,"Hamare yaha bhi light gayi huyi he Lekin kam nahi chal Raha bus time pass
karte rehte he har roj. Daily light jati he. From Kutch, Gujarat.",NAG,NGEN,"Our city also received the added light is however not going to work simply pass time is every day. Daily light goes out. From Kutc, Gujarat."
1856,C7.2344,Bilkul sahi bhai...aag lga di ekdm...,NAG,NGEN,All seemed right brother ... fire immediately ...
1857,C38.302,Are kuchh aisa btaiye ki gay log bhi thik ho sake,CAG,GEN,Hey will be something to tell people exactly
