,ID,Text,Sub-task A,Sub-task B,en_translation
1812,C59.749,"Akdom thik bolechhen but Maye thakar por o Ranu mondal k vikkha Korte hoto ei
rokom maye ki kore matha tule media samne kotha bole k jane",CAG,NGEN,"After booting, and Ranu girl said okay Zone A would have to beg for this kind of girl who knows how to speak to the media up"
1813,C68.759,পাগল,CAG,NGEN,Crazy
1814,C45.771,ভিটিও টি যে কি ভাবে করলেন ভাই। আপনিই জানেন,NAG,NGEN,The brothers seemed to video. You know
1815,C59.2265,ময়ূরের পাখা লাগালে কাক যদি ময়ূর হয়ে যেত তাহলে কাক ময়ূর হয়ে থাকতো,CAG,NGEN,If you would crow planted fan Peacock Peacock Peacock had been crow
1816,C59.98,Dada Tumi mirakkel akkel Abar aso please,NAG,NGEN,You Please Come grandfather's wisdom mirakkelera
1817,C46.144.1,হ‍্যা ঠিক বলেছেন আপনি।,NAG,NGEN,"Yes, you're right."
1818,C45.677,Dada apna phone number,NAG,NGEN,"Grandfather, his phone number"
1819,C45.793.3,শান্তি পুর চলে নাকি ভাই,NAG,NGEN,"Civil peace is gone, brother"
1820,C46.63,ভাবতে অবাক লাগে অপরাধীরা এখনো বেঁচে আছে.,NAG,NGEN,I wondered how the criminals are still alive.
1821,C59.550,কথা গুলো ভালো বলছেন..,NAG,NGEN,Speaking of the good ..
1822,C45.281,"Apnake achha kore kelie langto kore bari pathanor Videor sob part gulor
opekkhai thaklam. Rate jante gecho? Sobai unsubscribe koro ei channel ta ke.",OAG,NGEN,"Well, if you send the video to all parts of the house naked keliye look forward to. Are night out? This channel is what they do unsubscribe."
1823,C59.735,"Darun dada 😍😍
Ghema laglo video ta ..bepok...",NAG,NGEN,Great grandfather was sweating it bepaka videos ...
1824,C59.829,Darun dada darun❤️❤️❤️❤️,NAG,NGEN,Darun dada darun️️️️
1825,C59.2084,Ranu di chi chi,NAG,NGEN,Ranu of action
1826,C59.685,Super ra vai,NAG,NGEN,Super ra will
1827,C45.252,150 taka... 150 taka oder oikhane guje dia ashbo,NAG,NGEN,150 150 Money Money ... There thrust them through these
1828,C59.1970,"momota didir choto boin ranu didi..
oder ja vasa mukhe neoya tay tan...",CAG,NGEN,Mamata didi didi Ranu small book in which language can be .. they tan ...
1829,C65.228,পরিমনিকে এই পযর্ন্ত কয়বার কাজ করেছেন,CAG,GEN,How many times has done so far parimani
1830,C45.207,Bhai khubbbbb vul korecho bhai ei video kora uchit hoini,NAG,NGEN,"This video should not have been done wrong, brother, brother khubabbabba"
1831,C68.617.1,Juto marar chhobita dekhlamnaa,NAG,NGEN,Moments shoes picture dekhalamana
1832,C65.417,পরি ছবি না করে পতিতা পারায় যাক,OAG,GEN,Let the picture could not wear a prostitute
1833,C45.671,দাদা কি খেলে এসেছেন.? ২০০-১৫০ রেট তো বেশি ছিলোনা,NAG,NGEN,Grandfather playing what came out.? He was not more than 200150 Rate
1834,C44.206,"Jibon na ses kore somajer niom gulo ses korle khoti chilo na......karon ei
somajer nogra hoei ge6e.....poshak ashake seta dakhlei bojha jai.",NAG,NGEN,When the end of life or damage that was not the end of the rules of the city being gay 6th ..... ...... because it is written dress.
1835,C68.1082,"জুতো ৫০০০ টাকা দিয়ে কিনলেও, তার শোভা পায়। কেউ পকেটে নিয়ে ঘুরতে যায় না। জুতার
সন্মান, জুতাই। তার বেশি নয়। জলন্ত প্রমাণ। পাবলিকের বুঝতে একটু দেরী হয়েছে। আবার
তুই মুষিক হ। গল্পটা যাদের জানা আছে, তারা, বুঝতে পারবেন।",CAG,NGEN,"Shoes with the money it gives to 5000, gets its coloring. You can not visit one of the pockets. Shoe honors, jutai. Not more. Evidence of burning. The public has to understand a little late. You are once again being musika. There are those who know the story, they'll understand."
1836,C61.1014,হারামজাদি,OAG,GEN,Haramajadi
1837,C45.557,kon jaiga eita vai,NAG,NGEN,This is no place to brother
1838,C61.1138,রানু দি তোমার টাইম খুব খারাব কুত্তার বাচ্ছা রানু 😡😡😡😡😡,CAG,GEN,The time is very bad for you son of a bitch Ranu Ranu
1839,C59.1333,"রানু দি তোমাকে প্রনাম 🙏🙏🙏🙏🙏 রানু দি মধ্যে পাকিস্তানের প্রধানমন্ত্রীর কিছু
গুনগুন আছে, যেটাকে বাঙালীরা অহংকারী বলে ।",CAG,NGEN,"Ranu Ranu the feet of the Prime Minister of Pakistan, some you have to hum, what Bengalis are proud."
1840,C59.1699,🤣🤣🤣🤣😀😀😂😂😂,NAG,NGEN,
1841,C59.236,Ha😀ha😀ha😀,NAG,NGEN,Hahaha
1842,C59.801,ভুতে দরেছে দাদা ওকে,NAG,NGEN,Her grandfather ghost dareche
1843,C68.1087.1,"Ekdom thik bolechen ranu baal ta k dekhle mejaj ta gorom lage chika marka ekta
voice..r vaab er thelay bache na.. Oidin ekta video te dekhlam pagol ta saloar
chara e camerar samne asche...",CAG,NGEN,Ekdom thik bolechen ranu baal ta k dekhle mejaj ta gorom lage chika marka ekta voice..r vaab er thelay bache na .. Oidin ekta video te dekhlam pagol ta saloar chara e camerar samne asche ...
1844,C68.1276.2,"ব্যক্তিগত ভাবে অনেকের ই পছন্দ অপছন্দ থাকতে পারে তাই বলে নিজের মতামত অন্যের উপর
চাপিয়ে দেওয়া টা একটা অপরাধ। কোয়েল মল্লিক কে কখনোই আমার পছন্দ না, তাই বলে
আমার না পসন্দ আমি অন্যের উপর চাপাতে পারিনা, আমি কখনো ই বলতে পারি না তোমারও
কোয়েল মল্লিক কে অপছন্দ করো। যারা রানু মন্ডল কে পছন্দ করে করবে, যারা না করে না
করবে, আপনার আর তার জন্যে গীত গাওয়ার প্রয়োজন নেই। আপনি যদি ভিডিও বানানোর জন্য
টাকা খেয়ে না থাকেন তবে অবশ্যই ভিডিও টা তুলে নেবেন, আর যদি টাকা খেয়ে থাকেন
তবে তো আপনার ভিডিও তুলে নেবার কোন অধিকার আর রইলো না।
দেখুন টাকা টা ফেরত দিয়ে যদি ভিডিও টা তুলে নিতে পারেন।
আমি প্রার্থনা করছি ভগবান আপনাকে সত পথে রোজগার করার শক্তি দিক।",CAG,NGEN,"Koel Mallick who is not like me at all, not like me, so I can not impose on others, I can not say I hate is too Koel Mallick. Ranu Zone will have a choice, that those who do not, and you do not need to sing a song for him. If you do not eat the money to make the video into a video will be, but if you eat the money, and there is no right to take it up to your video. With the return of the money to look at the video if you can. I am praying to God for strength to earn the honest way."
1845,C44.242.3,Tui akta paths,NAG,NGEN,Tui act paths
1846,C59.2185,অসাধারন হইছে ভাই :v আমিও একটা বানিয়ে দিয়েছি,NAG,NGEN,Brother remarkable happened: v I have made
1847,C45.707,এখানে কে কে কমেন্টস পড়তে এসেছো? 😁😁😁,NAG,NGEN,I read a comment on here?
1848,C68.1056,কুকুরের পেটে গ‌ঘি হজম হয় না,CAG,NGEN,C butter is not digested in the stomach of a dog
1849,C65.239.1,Ridowan juwel,NAG,NGEN,Ridowan jewel
1850,C59.1175.4,😆😆😆😆😆😆😆😆😆,NAG,NGEN,
1851,C61.445,Tumi ekta mother chud....,CAG,GEN,Cuda you're a mother ....
1852,C58.387,Khanki,OAG,GEN,Harlot
1853,C65.142,dhur sob pagol chagol,CAG,NGEN,Damn crazy goat
1854,C45.727,.শিয়ালদহ থেকে জাবার ঠিকানা বালাজাবে,NAG,NGEN,Siyalada to address the Bengali Jaber
1855,C45.514,"Oder niye ki khilli korte ese6o??Titile a ki sob likhe6o?Ora ki sobai
nongra??ata mone hoy tmader?R barir sob maa bon ra ghore theke nongramo kore
seta vodro lage?,Sotti bujhina bal ki sob h66e,aisob ki notun dekh6en?Ata oder
profession,ulto palta tagline use korchen keno?",NAG,NGEN,"Oder niye ki khilli korte ese6o ?? Titile a ki sob likhe6o? Ora ki sobai nongra ?? ata mone hoy tmader? R barir sob maa bon ra ghore theke nongramo kore seta vodro lage?, Sotti bujhina bal ki sob h66e, aisob ki notun dekh6en? Ata oder profession, ulto palta tagline use korchen keno?"
1856,C59.2132,"রানুকে জুতার মালা দিয়ে ভিক্ষা করতে দেওয়া হোক আর ওর যা আছে সব কেড়ে নেওয়া
হোক",OAG,NGEN,"Ranuke shoe with a garland, and he begged to be allowed to be taken away from all that is"
1857,C59.110,Papi mohila OK ranagate villa Jorge patao,OAG,NGEN,"Oh, sinful woman ranagati bhilla George warranty"
1858,C45.301,ভায় জায়গা টা কোথায়,NAG,NGEN,Brother Where is the place
1859,C59.376,Mazzia bahi,NAG,NGEN,Berrie bahi
1860,C59.461,Maa Maya sabai akoirakam,CAG,NGEN,Maya will Sabai akoirakam
1861,C66.40,মেয়েরা আসলেই লোভী,CAG,GEN,Girls really greedy
1862,C68.1061,মহিলা টার খুব অহংকার ওরে রাস্তায় ফেলে রাখায় ভালো,OAG,NGEN,Keeping down the street like a very proud woman
1863,C59.1443,Video ta kub valo laglo,NAG,NGEN,Very nice video
1864,C59.252,A mi o bro,NAG,NGEN,A mi bro or
1865,C59.288,Ami tomar channel a notun dada khub valo laglo🥰❤️🥰,NAG,NGEN,Ami tomar channel a notun dada khub valo laglo️
1866,C59.317,Sotti bhai manush ki rokom beiman hoi,CAG,NGEN,What kind of people are really treacherous brother noise
1867,C68.236,But koyel juto kokhon marlo,NAG,NGEN,When Marlowe quail shoe boots
1868,C45.131,Aita kothay dada?,NAG,NGEN,Where is it brother?
1869,C68.881,Salir mukta aynay dekar dorkar,OAG,NGEN,Sali pearl mirror to Dakar
1870,C68.553.2,@Bengal factor Thank you amr fb I'd Adrija Roy (jonaki),NAG,NGEN,@Bengal factor Thank you amr fb I'd Adrija Roy (jonaki)
1871,C68.445,Apni eta Kno bollen j juto chure Marche koyel mollik?,CAG,NGEN,This is why you are throwing shoes Koel Mallick said that?
1872,C45.632,"Guder number ta aage jene
Tr pr ghorer number ta janbi🤣🤣🤣😂",NAG,GEN,"Fisting numbers before they know it, I know his cell number after"
1873,C59.1028,sound quality khub kharap bhai... technology change kro,NAG,NGEN,Technology change sound quality is very bad brother ...
1874,C44.61,bap ma vai der samne aisop dekta kharap lage please aisop dekhano bondo korun,NAG,NGEN,"Father, mother, brother, it grieves me to see aisopi in front of the bonds shown aisopi"
1875,C59.1540,Tui hole stationer vikare. sala pagol,NAG,NGEN,If you delusions stations. Crazy guy
1876,C59.1990,এই রকম অকৃতজ্ঞকে আরো কঠোরভাবে জারু দেওয়া দরকার ছিল!,CAG,NGEN,Such ungrateful more strictly needed to mop!
1877,C59.1938,"ভাই খুব ভাল লাগল ভিডিওটা
তুমি ঠিকই বলেছ 😂😂😂😂😂😂 গো",NAG,NGEN,You could say that was the best brother of the video GO
1878,C68.511,Thik bolecho vai,NAG,NGEN,"You're right, brother"
1879,C59.1426,Abal,NAG,NGEN,Abal
1880,C59.1334,Dadavaii akdom thik bolcho and ami tomar big fan ❤❤❤❤ you are the best,NAG,NGEN,Grandpa okay and I say big fan of her up the best in the UK
1881,C46.21,Arab er dassu ei khankir bachha ra.,OAG,GEN,This slut sort of Arab bandits said.
1882,C59.2102,"Super ,dada teeth ta dhako ,",NAG,NGEN,"Super, people Teething the dhako,"
1883,C68.1169.1,Nice thik bolechen,NAG,NGEN,Nice just said
1884,C68.819,Ak ta kota holo ki rastathaka pagol niya asla a rokom hoba,CAG,NGEN,What is the one you really like this would be crazy rastatheke
1885,C59.1061,Dada tumi sotti osadharan,NAG,NGEN,Brother really awesome
1886,C46.116,Aj obdi rapist gulo benche ache vaba jai.,CAG,NGEN,Let the parents are alive until the rapist.
1887,C59.1082,Darun bolacho bhai 👏👏,NAG,NGEN,You're a great brother
1888,C59.1388,"Hello friends আমি Cinebap খুব বড় ফ্যান 💕আমি **রিয়া** আমি ইউটিউবে নতুন 💖
আমার **চ্যানেলটি Please সাবস্ক্রাইব করুন** 🙏😘😘",NAG,NGEN,Hello friends I am a very big fan of Cinebap Ria ** ** I am new to my youtube channel ** ** Please subscribe
1889,C44.95,ছি ছি নাস্তিক,OAG,NGEN,Phew atheist
1890,C59.2030,Sobkothi thik,NAG,NGEN,All right
1891,C59.864,Bahh Dada bahh,NAG,NGEN,Dada Bahh Bahh
1892,C47.107,Khanki magir tik hoacha......,OAG,GEN,Cunt slut is just ......
1893,C59.699,সাবস্ক্রাইব করলাম ভাই,NAG,NGEN,I subscribe brother
1894,C59.838,"ai ranu chanu bal kota teke ashe.ami ranur fan noii.zotyoshob fhaltu pagol ar
gan",OAG,NGEN,"This quota Ranu Chanu Baal, and songs from the eseami Amanullah crazy fan neijatyasaba phaltu"
1895,C61.1494,"দেখতে যেমন ডাইনীমার্কা।
চরিত্র ও একই।",OAG,GEN,Dainimarka like to see. And the same character.
1896,C62.55,Tui apu nasthik,CAG,NGEN,Tui apu nasthik
1897,C68.1152,খুব ভাল হয়েছে,NAG,NGEN,Very well
1898,C68.17,"Ei janya nijer meye kharap behave koreche,bhikhari hoe aakasher Chand
dhoreche,alpo Vidya bhayankari,Pete ekdam bidya nei,Ranu

di aapner,j aapnar viral pouchiech,Sei aasal GOD mone korun,",CAG,NGEN,"Ei janya nijer meye kharap behave koreche, bhikhari hoe aakasher Chand dhoreche, alpo Vidya bhayankari, Pete ekdam bidya nei, Ranu di aapner, j aapnar viral pouchiech, Sei aasal GOD mone korun,"
1899,C59.1680,এই মহিলাটা খুব লোভী--,NAG,NGEN,This woman is very lobhi
1900,C59.186,Ranu mandal kutti,OAG,NGEN,Ranu mandal kutti
1901,C44.309,Esob dakhano uchit na somaj aro bhoge chole jabe,NAG,NGEN,The society should not be left to suffer more
1902,C45.468.1,Ei mye gulo sob toder kangladesher,CAG,NGEN,She thought of all the kanladesera
